filename,qmos,sd,votes,c1,c2,c3,c4,c5,artifacts,blur,contrast,colors,other,degraded.amount
5747013682.jpg,2.0655737704918,0.813815139922583,61,15,30,13,3,0,0.213114754098361,0.836065573770492,0.114754098360656,0.0655737704918033,0.0,0.245901639344262
9150255535.jpg,4.56451612903226,0.590108846362484,62,0,0,3,21,38,0.0161290322580645,0.0645161290322581,0.032258064516129,0.0483870967741935,0.0,0.032258064516129
10773126784.jpg,4.55,0.648988783168065,60,0,1,2,20,37,0.05,0.0666666666666667,0.0166666666666667,0.0,0.0,0.0266666666666667
8517283347.jpg,3.91228070175439,0.85106449634699,57,1,1,14,27,14,0.0526315789473684,0.105263157894737,0.0526315789473684,0.0701754385964912,0.0,0.056140350877193
6019043810.jpg,2.57377049180328,0.784410955079088,61,4,24,28,4,1,0.19672131147541,0.704918032786885,0.0819672131147541,0.19672131147541,0.0,0.236065573770492
16079437.jpg,3.28333333333333,0.940459077704159,60,2,10,21,23,4,0.116666666666667,0.05,0.216666666666667,0.116666666666667,0.0,0.1
1362231035.jpg,4.68852459016393,0.501364259015917,61,0,0,1,17,43,0.0327868852459016,0.0,0.0,0.0,0.0,0.0065573770491803
6133227550.jpg,3.32758620689655,0.886307756824012,58,1,9,22,22,4,0.103448275862069,0.448275862068966,0.0344827586206897,0.0,0.0,0.117241379310345
2407446104.jpg,3.66101694915254,0.863237081182489,59,0,5,20,24,10,0.0508474576271186,0.101694915254237,0.135593220338983,0.169491525423729,0.0,0.0915254237288136
4980059014.jpg,3.62962962962963,0.937606271638023,54,0,7,16,21,10,0.111111111111111,0.222222222222222,0.0925925925925926,0.0555555555555556,0.0,0.0962962962962963
8021456503.jpg,4.12903225806452,0.75712724893079,62,0,1,11,29,21,0.0645161290322581,0.0,0.0483870967741935,0.0161290322580645,0.0161290322580645,0.0290322580645161
8228733135.jpg,3.8448275862069,0.720665485285504,58,0,1,17,30,10,0.0862068965517241,0.120689655172414,0.120689655172414,0.0344827586206897,0.0,0.0724137931034483
8304043296.jpg,4.66037735849057,0.552734329924878,53,0,0,2,14,37,0.0,0.113207547169811,0.0754716981132075,0.0566037735849057,0.0,0.0490566037735849
8616750908.jpg,1.84313725490196,0.6744642027449,51,15,30,5,1,0,0.137254901960784,0.509803921568627,0.176470588235294,0.156862745098039,0.0,0.196078431372549
1561250178.jpg,3.75925925925926,0.822678212274024,54,0,3,17,24,10,0.0555555555555556,0.259259259259259,0.037037037037037,0.0555555555555556,0.0,0.0814814814814815
3976883946.jpg,3.89285714285714,0.755069447223148,56,0,3,10,33,10,0.0714285714285714,0.125,0.0535714285714286,0.0178571428571429,0.0,0.0535714285714286
3861673008.jpg,2.2,0.808122035641769,50,10,22,16,2,0,0.06,0.4,0.14,0.12,0.0,0.144
452715885.jpg,3.41379310344828,0.773111343485068,58,0,7,23,25,3,0.189655172413793,0.120689655172414,0.137931034482759,0.103448275862069,0.0,0.110344827586207
8433138741.jpg,4.13114754098361,0.805717275394324,61,0,3,7,30,21,0.0491803278688525,0.0491803278688525,0.114754098360656,0.0491803278688525,0.0,0.0524590163934426
9246527762.jpg,2.67796610169492,0.918031589233776,59,7,16,25,11,0,0.186440677966102,0.305084745762712,0.186440677966102,0.152542372881356,0.0,0.166101694915254
2620618611.jpg,3.85106382978723,0.999537358291223,47,1,4,9,20,13,0.0212765957446809,0.0851063829787234,0.0425531914893617,0.0,0.0212765957446809,0.0340425531914894
6621488051.jpg,3.98387096774194,0.799424700600498,62,0,3,11,32,16,0.032258064516129,0.112903225806452,0.112903225806452,0.0483870967741935,0.0,0.0612903225806452
3364868711.jpg,2.3728813559322,0.888592554020232,59,7,31,14,6,1,0.254237288135593,0.644067796610169,0.220338983050847,0.135593220338983,0.0,0.250847457627119
3175555002.jpg,4.29310344827586,0.649118719432528,58,0,0,6,29,23,0.0344827586206897,0.137931034482759,0.0517241379310345,0.0517241379310345,0.0,0.0551724137931035
10372323314.jpg,3.96551724137931,0.877906545827226,58,0,3,14,23,18,0.0172413793103448,0.103448275862069,0.120689655172414,0.0517241379310345,0.0,0.0586206896551724
3364722083.jpg,2.87931034482759,0.956557904574202,58,5,14,23,15,1,0.155172413793103,0.396551724137931,0.189655172413793,0.224137931034483,0.0,0.193103448275862
18238731.jpg,2.0655737704918,0.749863375533979,61,14,30,16,1,0,0.245901639344262,0.573770491803279,0.311475409836066,0.262295081967213,0.0,0.278688524590164
47095522.jpg,4.08333333333333,0.787436662326019,60,0,1,13,26,20,0.05,0.283333333333333,0.0833333333333333,0.0166666666666667,0.0,0.0866666666666667
4583125138.jpg,3.95,0.811464463960799,60,0,2,15,27,16,0.0166666666666667,0.05,0.0833333333333333,0.0833333333333333,0.0,0.0466666666666667
8757692529.jpg,3.60377358490566,0.862456746775196,53,0,7,13,27,6,0.169811320754717,0.150943396226415,0.113207547169811,0.0754716981132075,0.0,0.10188679245283
8832426254.jpg,3.63076923076923,0.993246425384185,65,1,7,21,22,14,0.0461538461538462,0.184615384615385,0.0615384615384615,0.0923076923076923,0.0,0.0769230769230769
2547820942.jpg,4.27272727272727,0.891410564562029,55,1,2,4,22,26,0.0363636363636364,0.0181818181818182,0.127272727272727,0.0727272727272727,0.0,0.0509090909090909
5253482286.jpg,3.54385964912281,0.733635162310563,57,0,5,19,30,3,0.175438596491228,0.105263157894737,0.140350877192982,0.157894736842105,0.0,0.115789473684211
7946535104.jpg,4.08,0.723934826246853,50,0,1,8,27,14,0.08,0.1,0.08,0.06,0.0,0.064
1427484100.jpg,3.88524590163934,0.754947253251018,61,0,2,15,32,12,0.0819672131147541,0.0327868852459016,0.0491803278688525,0.0163934426229508,0.0,0.0360655737704918
8644125724.jpg,3.9047619047619,0.734282307367161,63,0,3,11,38,11,0.0317460317460317,0.0317460317460317,0.0952380952380952,0.0793650793650794,0.0,0.0476190476190476
688110993.jpg,4.06666666666667,0.778235001470715,60,0,3,7,33,17,0.05,0.05,0.1,0.0333333333333333,0.0,0.0466666666666667
5436442410.jpg,4.2,0.755228687465175,55,0,1,8,25,21,0.0545454545454545,0.127272727272727,0.0181818181818182,0.0181818181818182,0.0,0.0436363636363636
7734376776.jpg,4.01639344262295,0.718605206370613,61,0,1,12,33,15,0.0,0.0163934426229508,0.131147540983607,0.0327868852459016,0.0,0.0360655737704918
4112798557.jpg,4.51666666666667,0.676272602408497,60,0,0,6,17,37,0.0166666666666667,0.0,0.116666666666667,0.05,0.0,0.0366666666666667
7693237184.jpg,4.40350877192982,0.703553458289901,57,0,1,4,23,29,0.0,0.0,0.0526315789473684,0.0175438596491228,0.0175438596491228,0.0175438596491228
2656455723.jpg,3.38461538461538,0.979354182808556,65,2,10,21,25,7,0.246153846153846,0.153846153846154,0.184615384615385,0.0615384615384615,0.0,0.129230769230769
3241852622.jpg,3.71698113207547,0.769049325480343,53,1,1,16,29,6,0.0754716981132075,0.169811320754717,0.0943396226415094,0.132075471698113,0.0,0.0943396226415094
8570186179.jpg,3.50877192982456,0.710201355188992,57,0,2,29,21,5,0.087719298245614,0.491228070175439,0.087719298245614,0.0350877192982456,0.0,0.140350877192982
326299244.jpg,2.80392156862745,1.02018837168706,51,5,16,15,14,1,0.156862745098039,0.450980392156863,0.196078431372549,0.333333333333333,0.0,0.227450980392157
4689159899.jpg,2.40350877192982,0.820706340442858,57,6,28,17,6,0,0.175438596491228,0.491228070175439,0.157894736842105,0.210526315789474,0.0175438596491228,0.210526315789474
7316218852.jpg,2.79310344827586,0.719615411166201,58,2,16,32,8,0,0.206896551724138,0.431034482758621,0.172413793103448,0.241379310344828,0.0,0.210344827586207
10458703674.jpg,2.93548387096774,1.08448019945699,62,10,7,23,21,1,0.0645161290322581,0.32258064516129,0.032258064516129,0.0483870967741935,0.0,0.0935483870967742
8491632656.jpg,2.35714285714286,0.92301032060755,56,10,23,16,7,0,0.357142857142857,0.446428571428571,0.303571428571429,0.428571428571429,0.0,0.307142857142857
8617517082.jpg,4.25862068965517,0.636887850646619,58,0,0,6,31,21,0.0689655172413793,0.0689655172413793,0.0,0.0,0.0,0.0275862068965517
6183915148.jpg,2.59016393442623,0.824157128633609,61,4,26,22,9,0,0.180327868852459,0.573770491803279,0.147540983606557,0.180327868852459,0.0,0.216393442622951
8015526971.jpg,4.46428571428571,0.659594523222362,56,0,0,5,20,31,0.0178571428571429,0.0535714285714286,0.0357142857142857,0.0178571428571429,0.0,0.025
9130643186.jpg,4.5,0.53802758684897,58,0,0,1,27,30,0.0172413793103448,0.0344827586206897,0.0172413793103448,0.0344827586206897,0.0,0.0206896551724138
8127311442.jpg,2.79245283018868,0.840295061869015,53,2,19,20,12,0,0.39622641509434,0.377358490566038,0.0943396226415094,0.150943396226415,0.0,0.20377358490566
4594091723.jpg,4.20338983050847,0.689319029711486,59,0,0,9,29,21,0.0169491525423729,0.0338983050847458,0.101694915254237,0.0169491525423729,0.0,0.0338983050847458
4574265376.jpg,2.57407407407407,0.716433826931537,54,1,27,20,6,0,0.240740740740741,0.555555555555556,0.240740740740741,0.277777777777778,0.0,0.262962962962963
7502944264.jpg,4.29310344827586,0.725684690352816,58,0,1,6,26,25,0.0,0.155172413793103,0.0172413793103448,0.0172413793103448,0.0,0.0379310344827586
697114350.jpg,3.55769230769231,0.894722249342823,52,0,8,13,25,6,0.192307692307692,0.480769230769231,0.115384615384615,0.0192307692307692,0.0,0.161538461538462
9248275667.jpg,3.90163934426229,0.888911657267599,61,1,2,15,27,16,0.0,0.245901639344262,0.0163934426229508,0.0,0.0,0.0524590163934426
4911990100.jpg,3.56140350877193,0.906672563743169,57,2,3,20,25,7,0.0175438596491228,0.157894736842105,0.263157894736842,0.157894736842105,0.0,0.119298245614035
6407770545.jpg,3.95081967213115,0.956142065946909,61,1,2,17,20,21,0.0491803278688525,0.147540983606557,0.0983606557377049,0.0327868852459016,0.0,0.0655737704918033
7158075991.jpg,4.53968253968254,0.69154797900859,63,0,0,7,15,41,0.0476190476190476,0.0317460317460317,0.0158730158730159,0.0,0.0,0.019047619047619
8559592041.jpg,3.51612903225806,0.8045350043607,62,1,3,27,25,6,0.032258064516129,0.516129032258065,0.032258064516129,0.0161290322580645,0.0,0.119354838709677
9702746204.jpg,3.39285714285714,0.730593069886537,56,0,6,24,24,2,0.178571428571429,0.267857142857143,0.0714285714285714,0.0535714285714286,0.0,0.114285714285714
8356375190.jpg,4.45614035087719,0.656565072354286,57,0,0,5,21,31,0.0,0.0350877192982456,0.0,0.0,0.0,0.0070175438596491
277244271.jpg,3.24590163934426,0.977338864893135,61,3,11,18,26,3,0.0983606557377049,0.213114754098361,0.114754098360656,0.245901639344262,0.0,0.134426229508197
3341085556.jpg,1.98412698412698,0.832641802164487,63,20,26,15,2,0,0.158730158730159,0.73015873015873,0.253968253968254,0.365079365079365,0.0,0.301587301587302
8669807326.jpg,3.69811320754717,0.889790503873662,53,0,5,16,22,10,0.0943396226415094,0.283018867924528,0.0754716981132075,0.0377358490566038,0.0,0.0981132075471698
4847954914.jpg,3.19354838709677,0.76477168300644,62,0,10,33,16,3,0.112903225806452,0.225806451612903,0.193548387096774,0.225806451612903,0.0,0.151612903225806
8924220861.jpg,4.14516129032258,0.902578713583863,62,1,2,9,25,25,0.032258064516129,0.112903225806452,0.0806451612903226,0.032258064516129,0.0,0.0516129032258065
8345496530.jpg,4.32727272727273,0.668180100320749,55,0,0,6,25,24,0.0,0.0363636363636364,0.0181818181818182,0.0181818181818182,0.0,0.0145454545454545
3719984050.jpg,3.62745098039216,0.847603310841233,51,0,6,13,26,6,0.196078431372549,0.137254901960784,0.137254901960784,0.176470588235294,0.0,0.129411764705882
2603439486.jpg,3.67924528301887,1.01476759191567,53,2,6,8,28,9,0.169811320754717,0.283018867924528,0.113207547169811,0.0943396226415094,0.0377358490566038,0.139622641509434
523281293.jpg,3.87037037037037,0.778152051307826,54,0,3,11,30,10,0.0,0.0555555555555556,0.0740740740740741,0.0,0.0,0.0259259259259259
7841859142.jpg,3.734375,0.67240831085579,64,0,2,19,37,6,0.046875,0.109375,0.046875,0.046875,0.0,0.05
9578088583.jpg,2.80357142857143,1.05174561143312,56,5,19,17,12,3,0.0714285714285714,0.678571428571429,0.0178571428571429,0.0178571428571429,0.0,0.157142857142857
528858440.jpg,2.9672131147541,0.893816034665488,61,3,15,25,17,1,0.114754098360656,0.409836065573771,0.180327868852459,0.147540983606557,0.0,0.170491803278689
8060595540.jpg,3.71428571428571,0.846689504412991,56,0,4,18,24,10,0.107142857142857,0.107142857142857,0.0892857142857143,0.0357142857142857,0.0,0.0678571428571429
9565379403.jpg,4.41176470588235,0.605853797156882,51,0,0,3,24,24,0.0392156862745098,0.0196078431372549,0.0392156862745098,0.0784313725490196,0.0196078431372549,0.0392156862745098
5279252148.jpg,3.07692307692308,0.853443252135363,65,0,18,27,17,3,0.0923076923076923,0.2,0.246153846153846,0.2,0.0,0.147692307692308
8039052171.jpg,3.94827586206897,0.73562036817492,58,0,1,14,30,13,0.0,0.0172413793103448,0.310344827586207,0.103448275862069,0.0,0.0862068965517241
8282376526.jpg,3.89655172413793,0.85202864568461,58,0,2,18,22,16,0.0344827586206897,0.275862068965517,0.103448275862069,0.0344827586206897,0.0,0.0896551724137931
5926348208.jpg,3.76470588235294,0.814573146970059,51,0,2,18,21,10,0.0980392156862745,0.0784313725490196,0.137254901960784,0.137254901960784,0.0,0.0901960784313725
3824105113.jpg,2.91666666666667,0.765609686518134,60,1,16,31,11,1,0.0666666666666667,0.633333333333333,0.183333333333333,0.05,0.0,0.186666666666667
443805629.jpg,3.83928571428571,0.869206235895418,56,0,2,20,19,15,0.0892857142857143,0.125,0.125,0.0714285714285714,0.0,0.0821428571428571
10544833625.jpg,3.48387096774194,0.844304651019686,62,1,6,22,28,5,0.0645161290322581,0.129032258064516,0.112903225806452,0.354838709677419,0.0,0.132258064516129
4372249937.jpg,2.94117647058824,0.834548134163209,51,1,15,22,12,1,0.0980392156862745,0.352941176470588,0.215686274509804,0.431372549019608,0.0,0.219607843137255
6332978018.jpg,3.60714285714286,0.984951709542082,56,0,9,15,21,11,0.0535714285714286,0.0357142857142857,0.232142857142857,0.196428571428571,0.0,0.103571428571429
3164921799.jpg,3.0655737704918,1.0625261166832,61,3,18,17,18,5,0.0655737704918033,0.360655737704918,0.0819672131147541,0.0491803278688525,0.0,0.111475409836066
3420154563.jpg,3.35593220338983,1.07899557163143,59,3,12,11,27,6,0.169491525423729,0.101694915254237,0.152542372881356,0.220338983050847,0.0,0.128813559322034
469009898.jpg,3.48979591836735,0.739438102536645,49,0,4,20,22,3,0.122448979591837,0.36734693877551,0.0408163265306122,0.0612244897959184,0.0,0.118367346938776
4176378029.jpg,3.25423728813559,1.15360335529342,59,2,17,14,16,10,0.101694915254237,0.525423728813559,0.0338983050847458,0.0677966101694915,0.0,0.145762711864407
5610005411.jpg,4.15384615384615,0.776735637380617,52,0,1,9,23,19,0.0576923076923077,0.0576923076923077,0.0769230769230769,0.0192307692307692,0.0,0.0423076923076923
9613807416.jpg,4.49206349206349,0.61887035155416,63,0,1,1,27,34,0.0,0.0,0.0476190476190476,0.0317460317460317,0.0,0.0158730158730159
19943010.jpg,4.18032786885246,0.741804033450692,61,0,1,9,29,22,0.0327868852459016,0.0819672131147541,0.0983606557377049,0.0655737704918033,0.0,0.0557377049180328
9602714230.jpg,3.7719298245614,0.824134694687385,57,0,5,12,31,9,0.0526315789473684,0.157894736842105,0.0701754385964912,0.087719298245614,0.0,0.0736842105263158
9526789940.jpg,3.69230769230769,0.846372349410207,65,0,5,21,28,11,0.0769230769230769,0.0923076923076923,0.0769230769230769,0.0461538461538462,0.0,0.0584615384615385
3132669524.jpg,2.33333333333333,0.990521113087297,54,13,16,20,4,1,0.111111111111111,0.666666666666667,0.148148148148148,0.240740740740741,0.0,0.233333333333333
9823593036.jpg,4.17021276595745,0.789032124109637,47,0,1,8,20,18,0.0212765957446809,0.0425531914893617,0.0,0.0212765957446809,0.0,0.0170212765957447
9080769054.jpg,3.45161290322581,0.862277186327161,62,0,8,25,22,7,0.0161290322580645,0.112903225806452,0.129032258064516,0.145161290322581,0.0,0.0806451612903226
4578965343.jpg,2.5,1.05718827974185,52,9,19,15,7,2,0.0769230769230769,0.730769230769231,0.0576923076923077,0.0576923076923077,0.0,0.184615384615385
5570837854.jpg,3.25454545454545,0.907135945101738,55,0,12,22,16,5,0.0545454545454545,0.490909090909091,0.0181818181818182,0.0,0.0,0.112727272727273
8481080192.jpg,4.13559322033898,0.681216637744155,59,0,1,7,34,17,0.0677966101694915,0.0847457627118644,0.0338983050847458,0.0677966101694915,0.0,0.0508474576271186
4655744443.jpg,4.0,0.934198732993827,56,1,2,12,22,19,0.0,0.160714285714286,0.0357142857142857,0.0714285714285714,0.0,0.0535714285714286
6800703361.jpg,4.0377358490566,0.831177666625989,53,0,2,11,23,17,0.0943396226415094,0.0377358490566038,0.0377358490566038,0.0188679245283019,0.0,0.0377358490566038
5939994525.jpg,2.85714285714286,0.800345547492897,63,2,19,28,14,0,0.222222222222222,0.238095238095238,0.238095238095238,0.285714285714286,0.0158730158730159,0.2
